,ID,ARTIST,TITLE,BARCODE,UNIT,FORMAT,LABEL,PRICE,PRECISION,DELIVERY,STOCK,DATE
3655,5749543,WINTERFYLLETH,"MERCIAN SPHERE, THE       ltd 2lp",602557495430,2,LP,CAROLINE RECORDS,2672,0,1,1,22.09.2017
3657,MCR928B,THIS HEAT,LIVE 80-81 (BABY BLUE),666017328515,1,LP,MODERN CLASSICS,1891,0,1,1,28.09.2018
3658,9865603,BEGINNER,BLAST ACTION HEROES       DoppelVinyl,602498656037,2,LP,MOTOR,1650,0,1,1,14.10.2016
3666,MOVLP2191,PHENOMENA,BLIND FAITH -COLOURED-,8719262007185,1,LP,MUSIC ON VINYL,1451,0,1,1,02.08.2018
3669,bec5161976,charlotte gainsbourg,5:55  -  2015 reissue deluxe gatefold + cd,5060281619761,2,LP,Because Music,1311,0,1,2,02.02.2015
3672,WW058,"BAND,RICHARD",BRIDE OF RE-ANIMATOR,728028484052,1,LP,WAXWORK RECORDS,3110,0,1,2,09.08.2019
3673,AAPP 74014-45,The Doors,Strange Days (45rpm-edition),753088401473,2,LP,Acoustic Sounds,5134,0,1,1,30.08.2012
3674,HDB066,DVA,FLY JUICE EP,5055300368706,1,12',HYPERDUB,842,0,1,1, 
3678,6788539,"ADAMS,BRYAN",SHINE A LIGHT,602567885399,1,LP,POLYDOR,1500,0,1,3,01.03.2019
3680,SJRLP325,Count Ossie and The Mystic Revelation of Rastafari,Count Ossie and The Mystic Revelation of Rastafari,5026328003252,2,LP,Soul Jazz,1830,0,1,3,01.01.2016
3681,MOTDLP005,"YOUNG,NATHANIEL","ACCOSTING FORM, PURE INTENT",4251648412854,1,LP,MYSTERIES OF THE DEE,2149,0,1,2,30.08.2019
3682,PLE65392-6,"DIXON,JON",ERUDITION A TRIBURE TO MARCUS,4012957939261,1,12',PLANET E,825,0,1,1,29.06.2018
3684,4781445,"PORTER,GREGORY",TAKE ME TO THE ALLEY,602547814456,2,LP,BLUE NOTE RECORDS,1688,0,1,1,06.05.2016
3686,DEMREC274,KITE (COLOURED VINYL) - KIRSTY MACCOLL,KITE (COLOURED VINYL) - KIRSTY MACCOLL,5014797897021,1,LP,Demon,1245,0,1,2, 
3688,XMR139LP,"VARLEY,WILL",SPIRIT OF MINNIE,5056032312739,1,LP,XTRA MILE RECORDINGS,1125,0,1,1,09.02.2018
3689,NVP104LP,Murg,Strävan (Vinyl),612608807051,1,LP,NORDVISPRO,1375,0,1,1, 
3691,LUCKY112LP,DREAM WIFE,DREAM WIFE,689492184810,1,LP,LUCKY NUMBER,1364,0,1,1,17.01.2018
3692,CAK059,TORO Y MOI,UNDERNEATH THE PINE,677517005912,1,LP,CARPARK RECORDS,1068,0,1,3,01.10.2017
3695,KSLP027,Skatalites,Treasure Isle Time,5060135760762,1,LP,SRD,0,0,1,1, 
3696,3356056,VARIOUS ARTISTS,WANTED 60'S BRITISH ROCK,3596973560568,1,LP,WAGRAM,1259,0,1,1,23.05.2018
3697,NHS280LP,LONDON ELEKTRICITY,ARE WE THERE YET?,5060208846195,1,LP,HOSPITAL RECORDS LTD,1358,0,1,7,11.06.2015
3698,KSCOPE1028,THE PINEAPPLE THIEF,SOMEONE HERE IS MISSING,802644802817,1,LP,Snapper,1224,0,1,1,29.03.2019
3700,BEWITH056LP,"GRIFFITHS,MARCIA",SWEET AND NICE,4251648412533,1,LP,BE WITH RECORDS,1968,0,1,1,09.08.2019
3701,5380548,CHAKA DEMUS AND PLIERS,TEASE ME (YELLOW VINYL)   RSD 2018,600753805480,1,LP,UNIVERSAL,989,0,1,2,19.04.2018
3703,17167,ARCH / MATHEOS,Winter Ethereal  (Blue/Red Marbled Vinyl  ltd. 300,39841565775,1,LP,Metal Blade,1841,0,1,2,10.05.2019
3705,ZEN122,THE CINEMATIC ORCHESTRA,MA FLEUR,5021392462189,2,LP,Ninja Tune,1732,0,1,2,07.05.2007
3706,WIGLP389,SHIRLEY COLLINS,LODESTAR,887828038916,1,LP,Domino Records,1109,0,1,1,04.11.2016
3707,MRB12045,Atmosfear,Xtra Special,7119691255064,1,12',Mr Bongo Records,675,0,1,2,19.07.2019
3712,MOTDLP003,LORI SCACCO,DESIRE LOOP,4260544825484,1,LP,MYSTERIES OF THE DEE,1131,0,1,1,31.08.2018
